instance_sn,role,app_name,cpu_request,cpu_limit,gpu_request,gpu_limit,rdma_request,rdma_limit,memory_request,memory_limit,disk_request,disk_limit,max_instance_per_node,creation_time,scheduled_time,deletion_time,estimated_runtime
instance_8448,CN,app_54,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,309644.0,309715.0,419624.0,109980.0
instance_8449,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,310485.0,310485.0,311436.0,951.0
instance_8450,CN,app_62,48,48,0,0,1,1,240.0,240.0,480.0,600.0,4,310968.0,310968.0,2334708.0,2023740.0
instance_8451,CN,app_50,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,311084.0,311084.0,367411.0,56327.0
instance_8453,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,311438.0,311438.0,329136.0,17698.0
instance_8456,CN,app_52,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,311774.0,311817.0,376265.0,64491.0
instance_8457,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,311995.0,312024.0,312757.0,762.0
instance_8458,CN,app_59,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,312698.0,312699.0,370763.0,58065.0
instance_8459,CN,app_59,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,312699.0,312699.0,380700.0,68001.0
instance_8464,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,313108.0,313197.0,415212.0,102104.0
instance_8465,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,314265.0,314265.0,314395.0,130.0
instance_8466,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,313584.0,313584.0,313704.0,120.0
instance_8468,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,314876.0,314876.0,315005.0,129.0
instance_8469,CN,app_30,48,48,0,0,1,1,240.0,240.0,408.0,480.0,-1,313693.0,313694.0,598995.0,285302.0
instance_8472,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,313239.0,313239.0,313363.0,124.0
instance_8473,CN,app_26,48,48,0,0,1,1,300.0,300.0,384.0,480.0,-1,315030.0,315030.0,581850.0,266820.0
instance_8474,CN,app_59,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,315382.0,315385.0,325902.0,10520.0
instance_8476,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,313334.0,313334.0,313457.0,123.0
instance_8478,CN,app_26,48,48,0,0,1,1,300.0,300.0,408.0,480.0,-1,316867.0,317004.0,336871.0,20004.0
instance_8479,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,316867.0,316867.0,363707.0,46840.0
instance_8480,CN,app_26,48,48,0,0,1,1,300.0,300.0,408.0,480.0,-1,316991.0,317094.0,614558.0,297567.0
instance_8481,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,316867.0,316867.0,1526659.0,1209792.0
instance_8482,CN,app_59,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,316875.0,316876.0,327133.0,10258.0
instance_8483,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,317003.0,317029.0,370967.0,53964.0
instance_8484,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,316867.0,317403.0,412706.0,95839.0
instance_8485,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,317458.0,317514.0,412558.0,95100.0
instance_8486,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,317457.0,317589.0,371085.0,53628.0
instance_8487,CN,app_37,96,96,0,0,51,51,480.0,480.0,320.0,400.0,-1,317722.0,317722.0,1449150.0,1131428.0
instance_8489,CN,app_25,64,64,0,0,1,1,256.0,256.0,512.0,640.0,-1,317722.0,317722.0,437255.0,119533.0
instance_8490,HN,app_49,8,8,1,1,50,50,40.0,40.0,80.0,100.0,2,317821.0,317926.0,1197860.0,880039.0
instance_8491,CN,app_94,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,318080.0,318080.0,327217.0,9137.0
instance_8492,CN,app_64,48,48,0,0,1,1,240.0,240.0,255.0,300.0,2,320092.0,320092.0,320220.0,128.0
instance_8493,CN,app_53,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,318288.0,318359.0,413147.0,94859.0
instance_8494,CN,app_79,48,48,0,0,1,1,240.0,240.0,255.0,300.0,-1,364988.0,364988.0,365114.0,126.0
instance_8495,CN,app_79,48,48,0,0,1,1,240.0,240.0,255.0,300.0,-1,352171.0,352171.0,352295.0,124.0
instance_8496,CN,app_79,48,48,0,0,1,1,240.0,240.0,255.0,300.0,-1,355459.0,355459.0,355586.0,127.0
instance_8497,CN,app_13,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,318487.0,319784.0,1811349.0,1492862.0
instance_8498,HN,app_101,8,8,1,1,25,25,50.0,50.0,170.0,200.0,2,318633.0,318659.0,319747.0,1114.0
instance_8499,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,319178.0,319404.0,1863937.0,1544759.0
instance_8502,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,319575.0,319619.0,1770623.0,1451048.0
instance_8503,HN,app_50,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,319576.0,319604.0,2317601.0,1998025.0
instance_8507,HN,app_100,8,8,1,1,25,25,16.0,16.0,170.0,200.0,2,319576.0,319605.0,2628024.0,2308448.0
instance_8510,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,320547.0,320547.0,320669.0,122.0
instance_8511,HN,app_101,8,8,1,1,25,25,50.0,50.0,170.0,200.0,2,320427.0,320454.0,326595.0,6168.0
instance_8512,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,320541.0,320541.0,320668.0,127.0
instance_8513,CN,app_80,64,64,0,0,1,1,350.0,350.0,340.0,400.0,-1,321117.0,321117.0,321247.0,130.0
instance_8514,CN,app_57,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,321926.0,321926.0,322084.0,158.0
instance_8515,CN,app_22,64,64,0,0,1,1,320.0,320.0,544.0,640.0,-1,321787.0,321787.0,321916.0,129.0
instance_8516,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,321132.0,321160.0,321259.0,127.0
instance_8517,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,321159.0,321159.0,322110.0,951.0
instance_8518,CN,app_30,48,48,0,0,1,1,240.0,240.0,408.0,480.0,-1,321128.0,321128.0,321249.0,121.0
instance_8519,CN,app_93,64,64,0,0,1,1,320.0,320.0,340.0,400.0,-1,321771.0,321875.0,322075.0,304.0
instance_8520,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,321865.0,321865.0,366163.0,44298.0
instance_8521,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,321123.0,321123.0,321248.0,125.0
instance_8522,CN,app_19,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,321787.0,321787.0,321916.0,129.0
instance_8523,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,321787.0,321787.0,321917.0,130.0
instance_8524,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,321968.0,322040.0,328452.0,6484.0
instance_8525,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,321046.0,321046.0,321176.0,130.0
instance_8526,CN,app_54,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,321528.0,321528.0,321649.0,121.0
instance_8529,CN,app_57,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,322734.0,323520.0,408343.0,85609.0
instance_8530,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,322735.0,322735.0,322865.0,130.0
instance_8532,CN,app_22,64,64,0,0,1,1,320.0,320.0,544.0,640.0,-1,322868.0,322955.0,331504.0,8636.0
instance_8533,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,322741.0,322741.0,1012728.0,689987.0
instance_8534,CN,app_52,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,322793.0,323365.0,511035.00000000006,188242.00000000006
instance_8535,CN,app_47,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,322980.0,322980.0,345436.0,22456.0
instance_8536,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,322872.0,322872.0,322998.0,126.0
instance_8539,HN,app_101,8,8,1,1,25,25,50.0,50.0,170.0,200.0,2,324362.0,324405.0,382485.0,58123.0
instance_8544,HN,app_22,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,325366.0,325366.0,326622.0,1256.0
instance_8545,HN,app_72,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,325365.0,325375.0,327472.0,2107.0
instance_8546,HN,app_14,8,8,1,1,25,25,16.0,16.0,170.0,200.0,2,325365.0,325425.0,400708.0,75343.0
instance_8548,HN,app_75,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,325365.0,325375.0,1178065.0,852700.0
instance_8549,HN,app_52,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,325365.0,325425.0,397286.0,71921.0
instance_8550,HN,app_47,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,325365.0,325425.0,1022129.0,696764.0
instance_8554,CN,app_97,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,325776.0,325777.0,2058480.0,1732704.0
instance_8556,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,325987.0,326031.0,327439.0,1452.0
instance_8558,CN,app_59,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,326102.0,326102.0,370627.0,44525.0
instance_8559,HN,app_101,8,8,1,1,25,25,50.0,50.0,170.0,200.0,2,326619.0,326631.0,327017.0,398.0
instance_8561,HN,app_101,8,8,1,1,25,25,50.0,50.0,170.0,200.0,2,327080.0,327106.0,344075.0,16995.0
instance_8563,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,329805.0,329816.0,330801.0,996.0
instance_8564,CN,app_22,64,64,0,0,1,1,320.0,320.0,544.0,640.0,-1,330757.0,330896.0,346204.0,15447.0
instance_8569,HN,app_21,8,8,1,1,75,75,16.0,16.0,255.0,300.0,4,331031.0,331072.0,334828.0,3797.0
instance_8570,HN,app_91,12,12,1,1,10,10,120.0,120.0,680.0,800.0,8,331031.0,331072.0,1454994.0,1123963.0
instance_8572,HN,app_54,8,8,1,1,25,25,32.0,32.0,85.0,100.0,2,331033.0,331077.0,334895.0,3862.0
instance_8573,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,332096.0,332096.0,332223.0,127.0
instance_8574,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,332497.0,332497.0,360406.0,27909.0
instance_8575,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,332527.0,332527.0,371004.0,38477.0
instance_8576,CN,app_41,96,96,0,0,51,51,640.0,640.0,340.0,400.0,-1,332587.0,332587.0,390009.0,57422.0
instance_8577,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,334208.0,334251.0,336945.0,2737.0
instance_8578,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,334260.0,334318.0,336256.0,1996.0
instance_8582,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,336031.0,336058.0,613049.0,277018.0
instance_8583,HN,app_101,8,8,1,1,25,25,50.0,50.0,170.0,200.0,2,336015.0,336058.0,342600.0,6585.0
instance_8585,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,336715.0,336771.0,429242.0,92527.0
instance_8589,HN,app_26,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,336931.0,336931.0,342851.0,5920.0
instance_8590,HN,app_22,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,336931.0,336931.0,342881.0,5950.0
instance_8591,HN,app_22,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,336931.0,336931.0,342997.0,6066.0
instance_8592,HN,app_37,8,8,1,1,50,50,40.0,40.0,200.0,200.0,10,336931.0,337109.0,348660.0,11729.0
instance_8593,HN,app_26,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,336931.0,336989.0,353574.0,16643.0
instance_8594,HN,app_23,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,336930.0,336930.0,370502.0,33572.0
instance_8595,HN,app_90,12,12,1,1,25,25,40.0,40.0,200.0,200.0,2,336930.0,336989.0,1004753.0,667823.0
instance_8596,HN,app_19,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,336931.0,336989.0,1559077.0,1222146.0
instance_8597,HN,app_26,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,336931.0,336989.0,1559282.0,1222351.0
instance_8598,HN,app_23,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,336930.0,336930.0,2555585.0,2218655.0
instance_8599,HN,app_24,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,336932.0,336989.0,364601.0,27669.0
instance_8600,HN,app_25,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,336931.0,336989.0,364602.0,27671.0
instance_8601,HN,app_62,8,8,1,1,25,25,40.0,40.0,160.0,200.0,2,336932.0,336932.0,364601.0,27669.0
instance_8602,HN,app_22,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,336932.0,336989.0,348418.0,11486.0
instance_8603,HN,app_26,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,336932.0,336989.0,2555804.0,2218872.0
instance_8604,CN,app_21,96,96,0,0,1,1,480.0,480.0,340.0,400.0,-1,337044.0,337071.0,1419353.0,1082309.0
instance_8605,CN,app_37,96,96,0,0,51,51,480.0,480.0,340.0,400.0,-1,338005.0,338005.0,378984.0,40979.0
instance_8606,CN,app_13,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,339376.0,339376.0,405831.0,66455.0
instance_8607,CN,app_26,48,48,0,0,1,1,300.0,300.0,384.0,480.0,-1,339785.0,339785.0,1856528.0,1516743.0
instance_8610,CN,app_91,64,64,0,0,1,1,320.0,320.0,680.0,800.0,-1,341680.0,341707.0,348091.0,6411.0
instance_8616,HN,app_23,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,342453.0,342454.0,370258.0,27805.0
instance_8617,HN,app_23,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,342454.0,342454.0,375775.0,33321.0
instance_8618,HN,app_24,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,342454.0,342454.0,1558990.0,1216536.0
instance_8619,HN,app_19,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,342454.0,342514.0,348364.0,5910.0
instance_8620,HN,app_22,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,342454.0,342514.0,348487.0,6033.0
instance_8621,HN,app_26,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,342454.0,342514.0,353574.0,11120.0
instance_8622,HN,app_22,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,342454.0,342514.0,364599.0,22145.0
instance_8623,HN,app_22,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,342454.0,342514.0,364600.0,22146.0
instance_8624,HN,app_22,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,342454.0,342514.0,370366.0,27912.0
instance_8625,HN,app_26,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,342454.0,342514.0,699409.0,356955.0
instance_8628,HN,app_101,8,8,1,1,25,25,50.0,50.0,170.0,200.0,2,342673.0,342715.0,1553660.0,1210987.0
instance_8630,CN,app_47,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,343991.0,343991.0,376588.0,32597.0
instance_8634,HN,app_74,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,344672.0,344700.0,348755.0,4083.0
instance_8635,HN,app_93,8,8,1,1,25,25,40.0,40.0,255.0,300.0,4,344672.0,344700.0,1096867.0,752195.0
instance_8636,HN,app_29,8,8,1,1,25,25,40.0,40.0,255.0,300.0,4,344672.0,344700.0,1167616.0,822944.0
instance_8637,HN,app_19,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,344672.0,344700.0,1177548.0,832876.0
instance_8638,HN,app_68,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,344672.0,344700.0,1177507.0,832835.0
instance_8639,HN,app_100,8,8,1,1,25,25,16.0,16.0,170.0,200.0,2,344672.0,344700.0,1177802.0,833130.0
instance_8640,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,344672.0,344700.0,1177940.0,833268.0
instance_8642,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,344672.0,344700.0,1178279.0,833607.0
instance_8644,CN,app_91,64,64,0,0,1,1,320.0,320.0,680.0,800.0,-1,347866.0,347877.0,2646380.0,2298514.0
instance_8645,CN,app_42,192,192,0,0,51,51,937.5,937.5,510.0,600.0,-1,347897.0,347897.0,1281223.0,933326.0
instance_8649,HN,app_37,8,8,1,1,50,50,40.0,40.0,200.0,200.0,10,347983.0,347984.0,353948.0,5965.0
instance_8652,HN,app_73,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,351092.0,351092.0,353263.0,2171.0
instance_8653,HN,app_26,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,353518.0,353518.0,359085.0,5567.0
instance_8654,HN,app_26,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,353518.0,353518.0,638124.0,284606.0
instance_8655,HN,app_37,8,8,1,1,50,50,40.0,40.0,160.0,200.0,10,353518.0,353545.0,638272.0,284754.0
instance_8656,CN,app_35,192,192,0,0,51,51,960.0,960.0,340.0,400.0,-1,353944.0,353944.0,1595921.0,1241977.0
instance_8657,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,353974.0,353974.0,362375.0,8401.0
instance_8658,HN,app_111,8,8,1,1,25,25,40.0,40.0,170.0,200.0,10,354168.0,354168.0,357767.0,3599.0
instance_8659,HN,app_111,8,8,1,1,25,25,40.0,40.0,170.0,200.0,10,354167.0,354167.0,369033.0,14866.0
instance_8663,HN,app_26,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,359030.0,359030.0,524586.0,165556.0
instance_8664,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,359695.0,359695.0,372010.0,12315.0
instance_8665,CN,app_26,48,48,0,0,1,1,300.0,300.0,408.0,480.0,-1,359696.0,359753.0,1689611.0,1329915.0
instance_8666,CN,app_54,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,360806.0,360833.0,405595.0,44789.0
instance_8668,CN,app_28,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,360857.0,360857.0,365069.0,4212.0
instance_8669,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,360866.0,360866.0,374171.0,13305.0
instance_8670,CN,app_44,192,192,0,0,51,51,960.0,960.0,340.0,400.0,-1,361692.0,361692.0,1232170.0,870478.0
instance_8671,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,361857.0,361857.0,370364.0,8507.0
instance_8673,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,363155.0,363184.0,2157928.0,1794773.0
instance_8674,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,363886.0,363886.0,484383.00000000006,120497.00000000006
instance_8675,CN,app_28,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,364126.0,364126.0,367354.0,3228.0
instance_8676,HN,app_24,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,364554.0,364554.0,524695.0,160141.0
instance_8677,HN,app_62,8,8,1,1,25,25,40.0,40.0,160.0,200.0,2,364553.0,364553.0,375704.0,11151.0
instance_8678,HN,app_22,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,364554.0,364554.0,660387.0,295833.0
instance_8679,HN,app_22,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,364554.0,364554.0,1559280.0,1194726.0
instance_8682,CN,app_50,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,366187.0,366187.0,370924.0,4737.0
instance_8683,CN,app_28,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,366186.0,366186.0,1745322.0,1379136.0
instance_8686,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,369819.0,369820.0,551947.0,182128.0
instance_8687,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,369820.0,369820.0,673146.0,303326.0
instance_8688,CN,app_30,48,48,0,0,1,1,240.0,240.0,408.0,480.0,-1,369819.0,369820.0,1376364.0,1006545.0
instance_8689,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,369819.0,369820.0,375970.0,6151.0
instance_8690,CN,app_50,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,369820.0,369820.0,405986.0,36166.0
instance_8692,CN,app_34,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,369820.0,369835.0,804909.0,435089.0
instance_8693,CN,app_59,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,369820.0,369821.0,378006.0,8186.0
instance_8695,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,369819.0,369965.0,1779034.0,1409215.0
instance_8697,HN,app_23,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,370051.0,370051.0,1559176.0,1189125.0
instance_8698,HN,app_23,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,370051.0,370051.0,1612986.0,1242935.0
instance_8699,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,370209.0,370209.0,385935.0,15726.0
instance_8700,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,370360.0,370360.0,397116.0,26756.0
instance_8701,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,370569.0,370569.0,375861.0,5292.0
instance_8702,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,371019.0,371019.0,375872.0,4853.0
instance_8703,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,371350.0,371350.0,391088.0,19738.0
instance_8704,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,371560.0,371585.0,496246.00000000006,124686.00000000006
instance_8706,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,372101.0,372101.0,381563.0,9462.0
instance_8707,CN,app_45,192,192,0,0,51,51,960.0,960.0,340.0,400.0,-1,372881.0,372881.0,1178662.0,805781.0
instance_8708,CN,app_38,192,192,0,0,51,51,960.0,960.0,340.0,400.0,-1,373481.0,373481.0,675372.0,301891.0
instance_8709,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,373539.0,373540.0,433581.0,60042.0
instance_8710,CN,app_52,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,375259.0,375301.0,381269.0,6010.0
instance_8711,CN,app_47,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,375260.0,375260.0,396204.0,20944.0
instance_8712,CN,app_29,64,64,0,0,1,1,320.0,320.0,340.0,400.0,-1,375261.0,375306.0,380712.0,5451.0
instance_8713,CN,app_54,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,375261.0,375306.0,391965.0,16704.0
instance_8714,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,375379.0,375380.0,406364.0,30985.0
instance_8715,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,375409.0,375409.0,381835.0,6426.0
instance_8716,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,375409.0,375409.0,391051.0,15642.0
instance_8717,HN,app_62,8,8,1,1,25,25,40.0,40.0,160.0,200.0,2,375546.0,375547.0,1197443.0,821897.0
instance_8719,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,376549.0,376549.0,402914.0,26365.0
instance_8720,CN,app_59,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,377330.0,377330.0,1151624.0,774294.0
instance_8721,CN,app_37,96,96,0,0,51,51,480.0,480.0,340.0,400.0,-1,377333.0,377333.0,383841.0,6508.0
instance_8722,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,377958.0,377958.0,381542.0,3584.0
instance_8723,CN,app_52,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,380131.0,380171.0,1693470.0,1313339.0
instance_8725,CN,app_59,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,380132.0,380132.0,385279.0,5147.0
instance_8726,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,380761.0,380761.0,386354.0,5593.0
instance_8727,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,381092.0,381092.0,391024.0,9932.0
instance_8728,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,381181.0,381181.0,385967.0,4786.0
instance_8729,HN,app_101,8,8,1,1,25,25,50.0,50.0,170.0,200.0,2,381396.0,381422.0,1505090.0,1123694.0
instance_8730,HN,app_101,8,8,1,1,25,25,50.0,50.0,170.0,200.0,2,381430.0,381487.0,381553.0,123.0
instance_8731,HN,app_101,8,8,1,1,25,25,50.0,50.0,170.0,200.0,2,381998.0,382027.0,382094.0,96.0
instance_8732,CN,app_37,96,96,0,0,51,51,480.0,480.0,340.0,400.0,-1,382301.0,382301.0,386860.0,4559.0
instance_8733,CN,app_92,192,192,0,0,51,51,960.0,960.0,340.0,400.0,-1,384101.0,384101.0,405302.0,21201.0
instance_8736,HN,app_123,8,8,1,1,25,25,16.0,16.0,170.0,200.0,2,385174.0,385174.0,396423.0,11249.0
instance_8737,HN,app_123,8,8,1,1,25,25,16.0,16.0,170.0,200.0,2,385174.0,385174.0,396423.0,11249.0
instance_8738,HN,app_123,8,8,1,1,25,25,16.0,16.0,170.0,200.0,2,385175.0,385175.0,396423.0,11248.0
instance_8739,CN,app_123,48,48,0,0,1,1,240.0,240.0,255.0,300.0,-1,385174.0,385175.0,396423.0,11249.0
instance_8740,CN,app_123,48,48,0,0,1,1,240.0,240.0,255.0,300.0,-1,385174.0,385175.0,396423.0,11249.0
instance_8741,CN,app_123,48,48,0,0,1,1,240.0,240.0,255.0,300.0,-1,385174.0,385175.0,396423.0,11249.0
instance_8742,CN,app_123,48,48,0,0,1,1,240.0,240.0,255.0,300.0,-1,385175.0,385175.0,396423.0,11248.0
instance_8743,CN,app_123,48,48,0,0,1,1,240.0,240.0,255.0,300.0,-1,385174.0,385175.0,396423.0,11249.0
instance_8744,CN,app_123,48,48,0,0,1,1,240.0,240.0,255.0,300.0,-1,385174.0,385175.0,396423.0,11249.0
instance_8745,HN,app_123,8,8,1,1,25,25,16.0,16.0,170.0,200.0,2,385175.0,385175.0,396423.0,11248.0
instance_8746,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,385329.0,385329.0,411731.0,26402.0
instance_8747,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,385359.0,385359.0,392059.0,6700.0
instance_8748,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,385452.0,385452.0,406371.0,20919.0
instance_8749,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,385508.0,385508.0,403425.0,17917.0
instance_8750,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,385572.0,385572.0,387148.0,1576.0
instance_8751,HN,app_101,8,8,1,1,25,25,50.0,50.0,170.0,200.0,2,385742.0,385742.0,385780.0,38.0
